# Seismic Stations - locations
# Code,    Lat,            Long,     Elev, Primary,   Date, Source
MBRY,  16.70395,       -62.15318,       0.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBWH,  16.74220,       -62.19095,       0.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBWW,  16.73838,       -62.21202,       0.0, n, 2010-10-13, GPS 1 month average from digitiser log files. PJS
MBFL,  16.74843,       -62.21257,     246.0, n, 2011-01-17, GPS - Rod (Garmin GPSmap 60CSX, ave of 150, accuracy 1.9m)
HARR,  16.74132,       -62.16775,     244.0, y, 2011-01-17, GPS - from webobs
MVO1,  16.77669,       -62.19285,     244.0, y, 2011-01-17, GPS - from webobs
SSOU,  16.68787,       -62.16139,     407.0, y, 2011-01-17, GPS - from webobs
SPRI,  16.70134,       -62.19424,     253.0, y, 2011-01-17, GPS - from webobs
WTYD,  16.73174,       -62.16013,     151.0, y, 2011-01-17, GPS - from webobs
BR,    16.69048,       -62.20905,      36.0, y, 2011-01-17, GPS - from webobs
LL,    16.71451,       -62.21794,      62.0, y, 2011-01-17, GPS - from webobs
MVOT,  16.74862,       -62.21261,     243.0, y, 2011-01-18, GPS - from webobs
MVOW,  16.74862,       -62.21261,     243.0, y, 2011-01-18, GPS - from webobs
MVOR,  16.74862,       -62.21261,     243.0, y, 2011-01-18, GPS - from webobs
FERG,  16.69282,       -62.17737,     591.0, y, 2011-01-18, GPS - from webobs
GARI,  16.73241,       -62.22754,     264.0, y, 2011-01-18, GPS - from webobs
JACK,  16.76723,       -62.16975,     187.0, y, 2011-01-18, GPS - from webobs
SILV,  16.81137,       -62.19265,     300.0, y, 2011-01-18, GPS - from webobs
AIRS,  16.74083,       -62.21386,      84.0, y, 2011-01-18, GPS - from webobs
GERS,  16.79481,       -62.19430,     126.0, y, 2011-01-18, GPS - from webobs
OLVT,  16.75040,       -62.22773,      41.0, y, 2011-01-18, GPS - from webobs
OLV1,  16.75040,       -62.22773,      41.0, y, 2022-09-14, Copy of OLVT
TRNT,  16.76428,       -62.16330,      23.0, y, 2011-01-18, GPS - from webobs
UEA12, 16.7485,        -62.2125,      243,   y, 2008-01-13, MVO SEISAN STATION0.HYP (MBFL1644.91N 6212.75W)
DT1,   16.69323,       -62.20882,       2,   y, 2011-01-19, GPS - from webobs
DT2,   16.78841,       -62.21093,       3,   y, 2011-01-19, GPS - from webobs
DT3,   16.78786,       -62.19231,       0,   y, 2011-01-19, GPS - from webobs
DT4,   16.76721,       -62.16981,       2,   y, 2011-01-19, GPS - from webobs
DT5,   16.70959,       -62.22262,       1,   y, 2011-01-19, GPS - from webobs
DT6,   16.71771,       -62.22086,       2,   y, 2011-01-19, GPS - from webobs
DT7,   16.76857,       -62.21869,       1,   y, 2011-01-19, GPS - from webobs
DT8,   16.75160,       -62.21959,       1,   y, 2011-01-19, GPS - from webobs
DT9,   16.72286,       -62.20838,       2,   y, 2011-01-19, GPS - from webobs
DT10,  16.74580,       -62.23266,       5,   y, 2011-01-19, GPS - from webobs
DT11,  16.72942,       -62.21025,       2,   y, 2011-01-19, GPS - from webobs
SAUG,  16.76849,       -62.21827,      73,   y, 2011-01-19, GPS - from webobs
SCLN,  16.75167,       -62.23267,      43,   y, 2011-01-19, GPS - from webobs
EDJH,  16.76729,       -62.16975,     193,   y, 2011-01-19, GPS - from webobs
EDWR,  16.69993,       -62.18411,     489,   y, 2011-01-19, GPS - from webobs
MIC3,  16.74909,       -62.21273,       0,   n, 2011-01-26, GPS - Mike? (Garmin GPSmap 60CSxi, ave of 170, accuracy 2.6m)
MIC4,  16.74775,       -62.21253,       0,   n, 2011-01-26, GPS - Mike? (Garmin GPSmap 60CSxi, ave of 155, accuracy 2.2m)
MIC3,  16.74911,       -62.21273,     248,   y, 2011-01-28, GPS - Andy (Garmin GPSmap 60CSxi, ave of 200, accuracy 1.8m)
MIC4,  16.74774,       -62.21254,     220,   y, 2011-01-28, GPS - Andy (Garmin GPSmap 60CSxi, ave of 200, accuracy 1.8m)
REDO,  16.937132,      -62.344914,      0,   y, 2012-04-14, Google Earth
MSIL,  16.813044,      -62.193043,      0,   y, 2012-04-14, Google Earth
MBOL,  16.75040,       -62.22773,      41.0, y, 2012-04-14, CALIPSO location
MBHE,  16.72155,       -62.16977,     437,   y, 2012-04-14, GPS location
MBGL,  16.703697,      -62.168193,      0,   y, 2012-04-14, Google Earth
MROD,  16.73873874,    -62.22459513,   69,   n, 2020-01-21, Shakenet KML file
MROD,  16.745151,      -62.225863,      0,   y, 2023-04-10, Google Earth
R8282, 15.58558559,    -61.44984519,  111,   y, 2020-01-21, Shakenet KML file
S2625, 15.24324324,    -61.31987935,  166,   y, 2020-01-21, Shakenet KML file
R3E0C, 15.33333333,    -61.3280325,   604,   y, 2020-01-21, Shakenet KML file
RBA2A, 15.31531532,    -61.33162383,  333,   y, 2020-01-21, Shakenet KML file
RBC24, 15.30630631,    -61.34933775,  114,   y, 2020-01-21, Shakenet KML file
RDCDD, 15.20720721,    -61.35747063,   86,   y, 2020-01-21, Shakenet KML file
RC13E, 15.23423423,    -61.31824633,  160,   y, 2020-01-21, Shakenet KML file
R569B, 15.20720721,    -61.35828614,    5,   y, 2020-01-21, Shakenet KML file
PSDMA, 15.23500,       -61.35700,      60.0, y, 2020-01-21, ISC
PSDMB, 15.58500,       -61.45700,      40.0, y, 2020-01-21, ISC
PSDMZ, 15.57700,       -61.45631,       0.0, y, 2020-01-21, ISC
MSS1,  16.72182,       -62.1780,      488,   y, 2020-02-03, Webobs
ABD,   16.47430,       -61.48810,      12,   y, 2020-02-03, ISC
GRFF,  12.04920,       -61.73760,     223.0, y, 2020-05-21, ISC
SVGT,  13.2805,        -61.1193,       25.3, y, 2020-01-09, Chan, SRC
GCMP,  12.486,         -61.426,        39.9, y, 2020-05-21, ISC
TDBA,  15.855,         -61.6354,      159.0, y, 2021-01-16, FDSN
MOG,   16.05804,       -61.71545,       0.0, y, 2021-01-16, FDSN
DHS,   16.28868,       -61.765236,      0.0, y, 2021-01-16, FDSN
DSD,   16.31277,       -61.06605,       0.0, y, 2021-01-16, FDSN
NEMO,  13.162204,      -61.228364,      0.0, y, 2021-01-17, Michal, SRC (13o09'43.9345"N 61o13'42.1091"W)
SSVA,  13.323083,      -61.182508,    787.0, y, 2021-01-19, Chan (digitiser GPS)
CBE,   16.06970,       -61.60710,     380.0, y, 2021-01-25, ISC
SFAN,  13.38381,       -61.17211,     229.0, n, 2021-02-06, ISC
SOA,   13.37350,       -61.14860,      40.0, n, 2021-02-06, ISC
SVB,   13.27200,       -61.25200,     202.0, n, 2021-02-06, ISC
SVGT,  13.28040,       -61.11940,      18.8, n, 2021-02-06, ISC
SVT,   13.16977,       -61.24181,      49.0, n, 2021-02-06, ISC
SVV,   13.31800,       -61.21600,     243.0, n, 2021-02-06, ISC
SSVA,  13.322875160,   -61.18255834,  798.2, n, 2021-02-06, ISC
SFAN,  13.381502,      -61.165876,     40.0, y, 2021-01-22, Chan (digitiser GPS)
SVWL,  13.316220,      -61.152760,    353.0, y, 2021-02-28, Chan (digitiser GPS)
SLBI,  14.023000,      -60.97400,      60,   y, 2021-03-24, Nisha
SVV,   13.319594,      -61.212551,    207,   y, 2021-09-05, Chan (digitiser GPS)
MBRV,  16.81128,       -62.19609,     228,   n, 2021-09-15, Marlon (handheld GPS)
MBRV,  16.81127,       -62.19608,     231,   n, 2021-10-12, ISC
MBRY,  16.70383,       -62.15317,     355,   n, 2021-10-12, ISC
MSCS,  16.70338,       -62.18823,     457,   y, 2021-10-14, Webobs (location of ash bucket)
MSGS,  16.70665,       -62.17086,     781,   n, 2021-10-14, Webobs (location of temperature logger)
MSUH,  16.71900,       -62.1702,      515,   n, 2021-10-14, Webobs
MSCP,  16.70935,       -62.1809,      876,   y, 2021-10-14, Webobs
MBWH,  16.74217,       -62.19083,     407,   n, 2021-10-12, ISC
42060, 16.433,         -63.331,         0,   y, 2021-10-17, https://www.ndbc.noaa.gov/
41040, 14.541,         -53.137,         0,   y, 2023-10-05, https://www.ndbc.noaa.gov/
41044, 21.582,         -58.630,         0,   y, 2023-10-05, https://www.ndbc.noaa.gov/
MSMX,  16.73075,       -62.20287,     135.3, y, 2016-12-11, Webobs
SVFH,  13.29690,       -61.23120,     57.0,  y, 2023-02-20, ISC
SVGM,  13.21510,       -61.17460,    367.0,  y, 2023-02-20, ISC
MBWR,  16.68576,       -62.19120,      0.0,  y, 2023-03-31, Google Earth
MSRE,  16.699647,      -62.183419,     0.0,  n, 2023-03-31, Google Earth
CDRO,  38.62917,       -28.69919,     195.0, y, 2023-09-12, ISC                      
CMLA,  37.76369,       -25.52431,     332.0, y, 2023-09-12, ISC                      
EOSO,  28.07181,       -15.55250,     760.0, y, 2023-09-12, ISC                      
MACI,  28.25019,       -16.50819,    1674.0, y, 2023-09-12, ISC                      
MESC,  37.79310,       -25.44560,     790.0, y, 2023-09-12, ISC
ROSA,  38.71950,       -28.24150,     310.0, y, 2023-09-12, ISC
SACV,  14.97019,       -23.60850,     387.0, y, 2023-09-12, ISC                      
SET3,  37.89180,       -25.78200,     300.0, y, 2023-09-12, ISC
SVMA,  16.84000,       -24.92000,    197.0, y, 2023-09-12, ISC
BIM,  14.51700,        -61.07080,     425.0, y, 2023-09-12, ISC
DDOJ, 15.37300,        -61.40390,      35.0, y, 2023-09-12, ISC
DMLD, 15.55050,        -61.30140,      50.0, y, 2023-09-12, ISC
DSLB, 15.43800,        -61.42100,     279.0, y, 2023-09-12, ISC
ILAM, 14.77470,        -60.87360,      38.0, y, 2023-09-12, ISC
MAGL, 15.94940,        -61.28220,     159.0, y, 2023-09-12, ISC
MPOM, 14.44470,        -60.85880,      40.0, y, 2023-09-12, ISC
SBLM, 17.91500,        -62.85070,     110.0, y, 2023-09-12, ISC
SKDB, 17.413154,       -62.811835,     21.0, y, 2023-12-04, Nisha, SRC
MAA1, 16.711239,       -62.207601,      0.0, y, 2024-04-03, Google Earth
MAA2, 16.707224,       -62.206354,      0.0, y, 2024-04-03, Google Earth
MAA3, 16.700606,       -62.216215,      0.0, y, 2024-04-03, Google Earth
MAB,  16.722685,       -62.193153,      0.0, y, 2024-04-03, Google Earth
MAC1, 16.755690,       -62.160910,      0.0, y, 2024-04-03, Google Earth
MAC2, 16.762408,       -62.158823,      0.0, y, 2024-04-03, Google Earth
MAC3, 16.744876,       -62.160938,      0.0, y, 2024-04-03, Google Earth
MAD,  16.733223,       -62.180659,      0.0, y, 2024-04-03, Google Earth
SGHWx, 16.72457,       -62.20392,     333.0, y, 2024-06-11, Webobs
LeesWx, 16.72119,      -62.19078,     363.0, y, 2024-06-11, Webobs
HermWx, 16.72161,      -62.16976,     460.0, y, 2024-06-11, Webobs
TRPG,  16.7914,        -62.1933,        0.0, y, 2024-06-11, meteostat.net
MSA1,  16.711527,      -62.207545,      0.0, y, 2024-06-11, Handheld GPS
MSA2,  16.759317,      -62.156935,      0.0, y, 2024-06-11, Handheld GPS
MA1A0, 16.711527,      -62.207545,      0.0, y, 2024-06-11, Handheld GPS
MA1A1, 16.711898,      -62.207613,      0.0, y, 2024-06-11, Handheld GPS
MA1A2, 16.711786,      -62.207175,      0.0, y, 2024-06-11, Handheld GPS
MA1A3, 16.711460,      -62.207082,      0.0, y, 2024-06-11, Handheld GPS
MA1A4, 16.711073,      -62.207381,      0.0, y, 2024-06-11, Handheld GPS
MA1A5, 16.711185,      -62.207824,      0.0, y, 2024-06-11, Handheld GPS
MA1A6, 16.711576,      -62.207949,      0.0, y, 2024-06-11, Handheld GPS
MA1B1, 16.712344,      -62.207212,      0.0, y, 2024-06-11, Handheld GPS
MA1B2, 16.712131,      -62.206720,      0.0, y, 2024-06-11, Handheld GPS
MA1B3, 16.711420,      -62.206572,      0.0, y, 2024-06-11, Handheld GPS
MA1B4, 16.710907,      -62.206804,      0.0, y, 2024-06-11, Handheld GPS
MA1B5, 16.710581,      -62.207335,      0.0, y, 2024-06-11, Handheld GPS
MA1B6, 16.710664,      -62.207981,      0.0, y, 2024-06-11, Handheld GPS
MA1B7, 16.711008,      -62.208333,      0.0, y, 2024-06-11, Handheld GPS
MA1B8, 16.711815,      -62.208411,      0.0, y, 2024-06-11, Handheld GPS
MA1B9, 16.712335,      -62.207977,      0.0, y, 2024-06-11, Handheld GPS
MA2A0, 16.759317,      -62.156935,      0.0, y, 2024-06-11, Handheld GPS
MA2A1, 16.759670,      -62.157106,      0.0, y, 2024-06-11, Handheld GPS
MA2A2, 16.759537,      -62.156642,      0.0, y, 2024-06-11, Handheld GPS
MA2A3, 16.759109,      -62.156469,      0.0, y, 2024-06-11, Handheld GPS
MA2A4, 16.758805,      -62.156920,      0.0, y, 2024-06-11, Handheld GPS
MA2A5, 16.758955,      -62.157285,      0.0, y, 2024-06-11, Handheld GPS
MA2A6, 16.759281,      -62.157402,      0.0, y, 2024-06-11, Handheld GPS
MA2B1, 16.760193,      -62.157070,      0.0, y, 2024-06-11, Handheld GPS
MA2B2, 16.759953,      -62.156272,      0.0, y, 2024-06-11, Handheld GPS
MA2B3, 16.759421,      -62.155945,      0.0, y, 2024-06-11, Handheld GPS
MA2B4, 16.758510,      -62.156371,      0.0, y, 2024-06-11, Handheld GPS
MA2B5, 16.758328,      -62.156942,      0.0, y, 2024-06-11, Handheld GPS
MA2B6, 16.758452,      -62.157365,      0.0, y, 2024-06-11, Handheld GPS
MA2B7, 16.758872,      -62.157795,      0.0, y, 2024-06-11, Handheld GPS
MA2B8, 16.759446,      -62.157836,      0.0, y, 2024-06-11, Handheld GPS
MA2B9, 16.759923,      -62.157797,      0.0, y, 2024-06-11, Handheld GPS
MSGS,  16.706257,      -62.171417,    797.4, y, 2024-06-06, Handheld GPS
MSRE,  16.701062,      -62.181244,    594.7, y, 2024-06-06, Handheld GPS
MSGA,  16.710260,      -62.190447,    474.1, y, 2024-06-06, Handheld GPS
MBAM,  16.707576,      -62.206538,      0.0, y, 2024-06-06, Handheld GPS
MBMO,  16.7747,        -62.1932,      288.0, y, 2024-06-03, Handheld GPS
MSUH,  16.719058,      -62.170247,    543.3, y, 2024-06-06, Handheld GPS
ON001, 16.7324690055102, -62.2136889863759, 120.689148, 2024-05-29T17:19:12Z, y, Handheld GPS
ON002, 16.7320560291409, -62.2143140248954, 116.725037, 2024-05-29T17:24:43Z, y, Handheld GPS
ON005, 16.7314910050481, -62.2146769613027, 110.579041, 2024-05-29T17:33:02Z, y, Handheld GPS
ON006, 16.7310959659516, -62.2150219604372, 105.033957999999, 2024-05-29T17:36:44Z, y, Handheld GPS
ON007, 16.7305560037493, -62.2153549734503, 99.2003629999999, 2024-05-29T17:44:31Z, y, Handheld GPS
ON008, 16.7301580309867, -62.215718999505, 95.4366299999999, 2024-05-29T17:48:42Z, y, Handheld GPS
ON009, 16.729712029919, -62.216052012518, 92.3531949999999, 2024-05-29T17:52:54Z, y, Handheld GPS
ON010, 16.7293390352278, -62.2164020407944, 90.465805, 2024-05-29T17:55:40Z, y, Handheld GPS
ON011, 16.7288070358335, -62.2168170288205, 85.904846, 2024-05-29T18:01:21Z, y, Handheld GPS
ON012, 16.7283099889755, -62.2170789632946, 85.6452259999999, 2024-05-29T18:06:18Z, y, Handheld GPS
ON013, 16.7280570231378, -62.2178169898688, 80.730553, 2024-05-29T18:12:45Z, y, Handheld GPS
ON014, 16.7276309709995, -62.2178790159523, 81.6124109999999, 2024-05-29T18:15:58Z, y, Handheld GPS
ON015, 16.7270380351692, -62.2182800062, 80.9854739999999, 2024-05-29T18:19:58Z, y, Handheld GPS
ON016, 16.7264630366116, -62.2186039667576, 80.4695739999999, 2024-05-29T18:23:32Z, y, Handheld GPS
ON017, 16.7257250100374, -62.2190750297158, 76.75457, 2024-05-29T18:27:28Z, y, Handheld GPS
ON018, 16.7250039987266, -62.219270998612, 73.538071, 2024-05-29T18:32:48Z, y, Handheld GPS
ON019, 16.7243600171059, -62.2195460088551, 71.952072, 2024-05-29T18:37:10Z, y, Handheld GPS
ON020, 16.723606986925, -62.2196259722113, 69.470146, 2024-05-29T18:42:47Z, y, Handheld GPS
ON021, 16.7228220216929, -62.2196950390934, 66.5535809999999, 2024-05-29T18:47:43Z, y, Handheld GPS
ON022, 16.7220720089972, -62.2197240404784, 67.231689, 2024-05-29T18:49:41Z, y, Handheld GPS
ON023, 16.7213299591094, -62.2195210307836, 67.914482, 2024-05-29T18:52:50Z, y, Handheld GPS
ON024, 16.7206230293959, -62.2195310052484, 69.7093959999999, 2024-05-29T18:55:54Z, y, Handheld GPS
ON025, 16.7197760380804, -62.2196279838681, 71.0374529999999, 2024-05-29T18:58:11Z, y, Handheld GPS
ON026, 16.7188619915395, -62.2196819633245, 71.749008, 2024-05-29T19:00:57Z, y, Handheld GPS
ON027, 16.7181460093706, -62.2194780316203, 70.2449799999999, 2024-05-29T19:04:02Z, y, Handheld GPS
ON028, 16.7169749736785, -62.2200169879943, 64.2290119999999, 2024-05-30T18:42:09Z, y, Handheld GPS
ON029, 16.7157860007137, -62.2199930157512, 58.910038, 2024-05-30T18:46:20Z, y, Handheld GPS
ON030, 16.7144080158323, -62.2197630163282, 54.1870079999999, 2024-05-30T18:50:52Z, y, Handheld GPS
ON031, 16.713180989027, -62.2205729596316, 44.67345, 2024-05-30T18:54:47Z, y, Handheld GPS
ON032, 16.7098559718579, -62.221980029717, 32.0182689999999, 2024-05-30T19:02:33Z, y, Handheld GPS
ON033, 16.7622000351548, -62.2232769615948, 16.9403189999999, 2024-05-30T22:15:22Z, y, Handheld GPS
ON034, 16.8002240359783, -62.2021239716559, 40.905106, 2024-06-01T15:14:05Z, y, Handheld GPS
ON036, 16.8116410262882, -62.1922709606587, 398.458800999999, 2024-06-01T15:42:05Z, y, Handheld GPS
ON037, 16.803503036499, -62.1934409905225, 261.399138999999, 2024-06-01T15:53:17Z, y, Handheld GPS
ON038, 16.7777440231293, -62.1950749587267, 209.557083, 2024-06-01T16:13:22Z, y, Handheld GPS
ON040, 16.7970819957554, -62.1832650247961, 29.524673, 2024-06-01T16:34:21Z, y, Handheld GPS
ON041, 16.780896037817, -62.1787559799849, 169.858870999999, 2024-06-01T16:52:32Z, y, Handheld GPS
ON042, 16.7673969827592, -62.1710919868201, 226.823882999999, 2024-06-01T17:08:23Z, y, Handheld GPS
ON043, 16.77048, -62.189654, 403.004852, 2024-06-02T17:26:10Z, y, Handheld GPS
ON045, 16.772175, -62.207671, 264.746033, 2024-06-02T17:55:13Z, y, Handheld GPS
ON047, 16.739053, -62.231978, 11.959907, 2024-06-02T18:50:32Z, y, Handheld GPS
ON048, 16.712335, -62.22192, 50.578033, 2024-06-03T17:46:23Z, y, Handheld GPS
ON049, 16.708563, -62.22254, 38.256241, 2024-06-03T17:51:49Z, y, Handheld GPS
ON052, 16.707178, -62.222235, 35.071724, 2024-06-03T17:57:08Z, y, Handheld GPS
ON053, 16.70602, -62.221816, 30.714756, 2024-06-03T18:01:55Z, y, Handheld GPS
ON054, 16.704478, -62.221644, 23.15563, 2024-06-03T18:12:18Z, y, Handheld GPS
ON055, 16.704389, -62.220809, 22.656982, 2024-06-03T18:24:22Z, y, Handheld GPS
ON056, 16.729335, -62.208588, 163.623993, 2024-06-03T18:53:56Z, y, Handheld GPS
ON057, 16.729176, -62.210861, 144.966675, 2024-06-03T18:57:54Z, y, Handheld GPS
ON058, 16.7386670038104, -62.2097290400415, 150.551299999999, 2024-06-04T16:07:05Z, y, Handheld GPS
ON059, 16.740828026086, -62.2138960193842, 135.988601999999, 2024-06-04T16:29:13Z, y, Handheld GPS
ON060, 16.726944996044, -62.208622964099, 262.497131, 2024-06-04T19:19:52Z, y, Handheld GPS
ON061, 16.7233589664101, -62.2052120324224, 326.129517, 2024-06-04T19:27:25Z, y, Handheld GPS
ON062, 16.7217619623988, -62.2072609886527, 370.215729, 2024-06-04T19:34:28Z, y, Handheld GPS
ON063, 16.7249480076134, -62.2041119914501, 342.510131999999, 2024-06-04T19:43:40Z, y, Handheld GPS
ON064, 16.7245569918304, -62.2039600275456, 343.001526, 2024-06-04T19:47:31Z, y, Handheld GPS
ON065, 16.724177962169, -62.2058860212564, 325.086853, 2024-06-04T19:58:37Z, y, Handheld GPS
ON066, 16.7296260315924, -62.2073690313845, 194.943161, 2024-06-04T20:09:39Z, y, Handheld GPS
ON067, 16.7318909894675, -62.2101229894906, 140.974166999999, 2024-06-04T20:16:57Z, y, Handheld GPS
ON069, 16.7313879914581, -62.1599629987031, 196.847915999999, 2024-06-05T17:03:08Z, y, Handheld GPS
ON077, 16.7528750002384, -62.2085419949144, 452.354736, 2024-06-10T10:52:33Z, y, Handheld GPS
ON078, 16.7554889805614, -62.2046180069446, 702.204162999999, 2024-06-10T12:12:43Z, y, Handheld GPS
ON080, 16.7276039812713, -62.2171709965914, 113.977378999999, 2024-06-11T12:31:39Z, y, Handheld GPS
ON082, 16.7278400156646, -62.217244002968, 115.937538, 2024-06-11T12:34:21Z, y, Handheld GPS
ON083, 16.7281059734523, -62.2171630337834, 114.80513, 2024-06-11T12:35:27Z, y, Handheld GPS
ON084, 16.7286170180886, -62.2169819846749, 110.415253, 2024-06-11T12:37:04Z, y, Handheld GPS
ON085, 16.7287269886583, -62.2189120016992, 91.0965419999999, 2024-06-11T12:44:04Z, y, Handheld GPS
ON086, 16.7274810187518, -62.2173740062862, 100.142944, 2024-06-11T12:52:44Z, y, Handheld GPS
ON121, 16.768813021481, -62.2183080017566, 52.1593319999999, 2024-06-12T13:59:17Z, y, Handheld GPS
ON122, 16.789080966264, -62.1876500174403, 195.450606999999, 2024-06-12T15:07:55Z, y, Handheld GPS
